,ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Log_Discount_offered,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Product_importance_high,Product_importance_low,Product_importance_medium,Cost_of_the_Product_std,Weight_in_gms_std
175,176,F,Ship,4,4,150,2,medium,1,3,1285,1,1.0986122886681098,0,0,0,0,1,0,0,1,0,0,1,-1.2485729712945186,-1.4370262448404956
176,177,A,Ship,4,5,192,3,high,1,20,3872,1,2.995732273553991,1,0,0,0,0,0,0,1,1,0,0,-0.3763620934535522,0.14448955844184522
177,178,B,Ship,4,5,116,3,medium,1,54,1314,1,3.9889840465642745,0,1,0,0,0,0,0,1,0,0,1,-1.9546484438324438,-1.419297617745332
178,179,C,Ship,3,3,192,3,medium,0,2,3995,1,0.6931471805599453,0,0,1,0,0,0,0,1,0,0,1,-0.3763620934535522,0.21968339060409023
179,180,F,Ship,5,5,255,4,medium,1,3,3440,1,1.0986122886681098,0,0,0,0,1,0,0,1,0,0,1,0.9319542233078973,-0.11960585207921053
181,182,F,Ship,4,5,157,3,low,1,20,1487,1,2.995732273553991,0,0,0,0,1,0,0,1,0,1,0,-1.1032044916543575,-1.31353718714315
184,185,C,Ship,3,3,146,2,low,1,50,1486,1,3.912023005428146,0,0,1,0,0,0,0,1,0,1,0,-1.3316406739460394,-1.3141485191119486
185,186,F,Ship,3,2,209,3,medium,1,54,3001,1,3.9889840465642745,0,0,0,0,1,0,0,1,0,0,1,-0.023324357184589636,-0.38798058638185745
186,187,D,Ship,5,4,134,2,medium,0,55,1386,1,4.007333185232471,0,0,0,1,0,0,0,1,0,0,1,-1.5808437819006012,-1.3752817159918227
187,188,F,Ship,2,1,222,2,medium,1,5,3778,1,1.6094379124341003,0,0,0,0,1,0,0,1,0,0,1,0.24664567643285235,0.08702435337476364
188,189,A,Ship,2,5,139,3,low,0,27,1233,1,3.295836866004329,1,0,0,0,0,0,0,1,0,1,0,-1.4770091535862002,-1.46881550721803
189,190,B,Ship,2,4,134,3,low,0,42,1415,1,3.7376696182833684,0,1,0,0,0,0,0,1,0,1,0,-1.5808437819006012,-1.3575530888966592
190,191,C,Ship,2,5,130,3,low,1,16,1092,1,2.772588722239781,0,0,1,0,0,0,0,1,0,1,0,-1.6639114845521217,-1.5550133148186522
191,192,F,Ship,2,5,133,3,low,0,62,1596,1,4.127134385045092,0,0,0,0,1,0,0,1,0,1,0,-1.6016107075634813,-1.2469020025440873
192,193,D,Ship,2,4,140,3,low,0,7,1411,1,1.9459101490553132,0,0,0,1,0,0,0,1,0,1,0,-1.4562422279233203,-1.3599984167718542
193,194,F,Ship,2,2,158,3,low,1,28,1968,1,3.332204510175204,0,0,0,0,1,0,0,1,0,1,0,-1.0824375659914773,-1.019486510150956
194,195,A,Ship,4,2,270,4,low,0,46,1736,1,3.828641396489095,1,0,0,0,0,0,0,1,0,1,0,1.2434581082510996,-1.1613155269122637
195,196,B,Ship,2,5,140,3,low,0,30,1030,1,3.4011973816621555,0,1,0,0,0,0,0,1,0,1,0,-1.4562422279233203,-1.5929158968841741
196,197,C,Ship,2,2,135,3,low,1,15,1339,1,2.70805020110221,0,0,1,0,0,0,0,1,0,1,0,-1.560076856237721,-1.4040143185253635
197,198,F,Ship,2,3,136,3,low,0,19,1568,1,2.9444389791664403,0,0,0,0,1,0,0,1,0,1,0,-1.5393099305748408,-1.264019297670452
198,199,D,Ship,2,3,142,3,medium,0,38,7640,1,3.6375861597263857,0,0,0,1,0,0,0,1,0,0,1,-1.4147083765975599,2.4479884168754977
199,200,F,Ship,2,2,154,3,medium,1,38,7846,1,3.6375861597263857,0,0,0,0,1,0,0,1,0,0,1,-1.165505268642998,2.5739228024480383
200,201,A,Ship,2,3,139,3,low,1,9,1471,1,2.1972245773362196,1,0,0,0,0,0,0,1,0,1,0,-1.4770091535862002,-1.3233184986439297
201,202,B,Ship,2,3,160,3,low,0,43,1251,1,3.7612001156935624,0,1,0,0,0,0,0,1,0,1,0,-1.0409037146657172,-1.4578115317796527
202,203,C,Ship,2,4,134,3,low,1,58,1067,1,4.060443010546419,0,0,1,0,0,0,0,1,0,1,0,-1.5808437819006012,-1.5702966140386208
203,204,F,Ship,5,3,161,5,high,1,48,1883,1,3.871201010907891,0,0,0,0,1,0,0,1,1,0,0,-1.020136789002837,-1.0714497274988488
204,205,D,Ship,2,5,155,3,low,1,23,1602,1,3.1354942159291497,0,0,0,1,0,0,0,1,0,1,0,-1.144738342980118,-1.243234010731295
205,206,F,Ship,2,3,145,3,medium,0,24,7588,1,3.1780538303479458,0,0,0,0,1,0,0,1,0,0,1,-1.3524075996089193,2.4161991544979635
206,207,A,Ship,2,2,157,3,low,1,1,1477,1,0.0,1,0,0,0,0,0,0,1,0,1,0,-1.1032044916543575,-1.3196505068311373
207,208,B,Ship,2,2,160,3,low,1,48,1691,1,3.871201010907891,0,1,0,0,0,0,0,1,0,1,0,-1.0409037146657172,-1.188825465508207
208,209,C,Ship,2,4,152,3,low,1,55,1498,1,4.007333185232471,0,0,1,0,0,0,0,1,0,1,0,-1.2070391199687582,-1.3068125354863638
209,210,F,Ship,2,5,148,3,high,0,11,1502,1,2.3978952727983707,0,0,0,0,1,0,0,1,1,0,0,-1.290106822620279,-1.3043672076111688
210,211,D,Ship,2,1,127,3,low,0,15,1522,1,2.70805020110221,0,0,0,1,0,0,0,1,0,1,0,-1.7262122615407622,-1.292140568235194
211,212,F,Ship,2,5,154,3,low,0,21,1113,1,3.044522437723423,0,0,0,0,1,0,0,1,0,1,0,-1.165505268642998,-1.5421753434738787
212,213,A,Ship,2,5,127,3,low,1,44,1341,1,3.784189633918261,1,0,0,0,0,0,0,1,0,1,0,-1.7262122615407622,-1.4027916545877661
213,214,B,Ship,2,5,160,3,medium,0,31,7401,1,3.4339872044851463,0,1,0,0,0,0,0,1,0,0,1,-1.0409037146657172,2.301880076332599
214,215,C,Ship,2,4,129,3,low,0,48,1219,1,3.871201010907891,0,0,1,0,0,0,0,1,0,1,0,-1.6846784102150019,-1.4773741547812123
215,216,F,Ship,2,5,158,3,low,0,40,1722,1,3.6888794541139363,0,0,0,0,1,0,0,1,0,1,0,-1.0824375659914773,-1.169874174475446
216,217,D,Ship,4,3,185,3,medium,1,3,3131,1,1.0986122886681098,0,0,0,1,0,0,0,1,0,0,1,-0.5217305730937133,-0.3085074304380212
217,218,F,Ship,4,4,176,4,high,0,63,1293,1,4.143134726391533,0,0,0,0,1,0,0,1,1,0,0,-0.7086329040596346,-1.4321355890901055
218,219,A,Ship,3,4,148,3,low,1,37,1523,1,3.6109179126442243,1,0,0,0,0,0,0,1,0,1,0,-1.290106822620279,-1.2915292362663953
219,220,B,Ship,3,5,270,3,low,1,60,3885,1,4.0943445622221,0,1,0,0,0,0,0,1,0,1,0,1.2434581082510996,0.15243687403622883
220,221,C,Ship,3,4,242,3,low,1,29,2381,1,3.367295829986474,0,0,1,0,0,0,0,1,0,1,0,0.6619841896904554,-0.7670064070370763
221,222,F,Ship,4,3,150,2,medium,1,31,1588,1,3.4339872044851463,0,0,0,0,1,0,0,1,0,0,1,-1.2485729712945186,-1.2517926582944772
222,223,D,Ship,4,2,192,3,high,1,4,2061,1,1.3862943611198906,0,0,0,1,0,0,0,1,1,0,0,-0.3763620934535522,-0.9626326370526731
223,224,F,Ship,4,5,116,3,medium,0,9,1314,1,2.1972245773362196,0,0,0,0,1,0,0,1,0,0,1,-1.9546484438324438,-1.419297617745332
224,225,A,Ship,3,4,192,3,medium,0,31,3331,1,3.4339872044851463,1,0,0,0,0,0,0,1,0,0,1,-0.3763620934535522,-0.1862410366782732
225,226,B,Ship,5,4,255,4,medium,0,38,2771,1,3.6375861597263857,0,1,0,0,0,0,0,1,0,0,1,0.9319542233078973,-0.5285869392055677
227,228,F,Ship,4,2,157,3,low,0,48,1393,1,3.871201010907891,0,0,0,0,1,0,0,1,0,1,0,-1.1032044916543575,-1.3710023922102315
230,231,A,Ship,3,1,146,2,low,0,54,1528,1,3.9889840465642745,1,0,0,0,0,0,0,1,0,1,0,-1.3316406739460394,-1.2884725764224016
231,232,B,Ship,3,4,209,3,medium,0,60,2240,1,4.0943445622221,0,1,0,0,0,0,0,1,0,0,1,-0.023324357184589636,-0.8532042146376987
232,233,C,Ship,5,5,134,2,medium,1,53,1088,1,3.970291913552122,0,0,1,0,0,0,0,1,0,0,1,-1.5808437819006012,-1.5574586426938473
233,234,F,Ship,2,1,222,2,medium,1,58,3626,1,4.060443010546419,0,0,0,0,1,0,0,1,0,0,1,0.24664567643285235,-0.005898105882644862
234,235,D,Ship,2,1,139,3,low,0,39,1582,1,3.6635616461296463,0,0,0,1,0,0,0,1,0,1,0,-1.4770091535862002,-1.2554606501072696
235,236,F,Ship,2,2,134,3,low,1,38,1352,1,3.6375861597263857,0,0,0,0,1,0,0,1,0,1,0,-1.5808437819006012,-1.3960670029309799
236,237,A,Ship,2,3,130,3,low,0,48,1801,1,3.871201010907891,1,0,0,0,0,0,0,1,0,1,0,-1.6639114845521217,-1.1215789489403456
237,238,B,Ship,2,2,133,3,low,1,5,1268,1,1.6094379124341003,0,1,0,0,0,0,0,1,0,1,0,-1.6016107075634813,-1.447418888310074
238,239,C,Ship,2,3,140,3,low,0,23,1372,1,3.1354942159291497,0,0,1,0,0,0,0,1,0,1,0,-1.4562422279233203,-1.3838403635550052
239,240,F,Ship,2,3,158,3,low,1,10,1515,1,2.302585092994046,0,0,0,0,1,0,0,1,0,1,0,-1.0824375659914773,-1.2964198920167853
240,241,D,Ship,4,5,270,4,low,1,65,1818,1,4.174387269895637,0,0,0,1,0,0,0,1,0,1,0,1.2434581082510996,-1.111186305470767
241,242,F,Ship,2,4,140,3,low,0,33,1278,1,3.4965075614664802,0,0,0,0,1,0,0,1,0,1,0,-1.4562422279233203,-1.4413055686220866
242,243,A,Ship,2,2,135,3,low,1,58,1734,1,4.060443010546419,1,0,0,0,0,0,0,1,0,1,0,-1.560076856237721,-1.162538190849861
243,244,B,Ship,2,4,136,3,low,1,43,1958,1,3.7612001156935624,0,1,0,0,0,0,0,1,0,1,0,-1.5393099305748408,-1.0255998298389433
244,245,C,Ship,2,1,142,3,medium,0,8,6064,1,2.0794415416798357,0,0,1,0,0,0,0,1,0,0,1,-1.4147083765975599,1.4845292340486835
245,246,F,Ship,2,4,154,3,medium,0,48,7684,1,3.871201010907891,0,0,0,0,1,0,0,1,0,0,1,-1.165505268642998,2.4748870235026423
246,247,D,Ship,2,3,139,3,low,0,3,1788,1,1.0986122886681098,0,0,0,1,0,0,0,1,0,1,0,-1.4770091535862002,-1.1295262645347293
247,248,F,Road,2,4,160,3,low,0,50,1030,1,3.912023005428146,0,0,0,0,1,0,1,0,0,1,0,-1.0409037146657172,-1.5929158968841741
248,249,A,Road,2,2,134,3,low,0,38,1530,1,3.6375861597263857,1,0,0,0,0,0,1,0,0,1,0,-1.5808437819006012,-1.287249912484804
249,250,B,Road,5,5,161,5,high,0,54,1511,1,3.9889840465642745,0,1,0,0,0,0,1,0,1,0,0,-1.020136789002837,-1.2988652198919801
250,251,C,Road,2,3,155,3,low,0,45,1639,1,3.8066624897703196,0,0,1,0,0,0,1,0,0,1,0,-1.144738342980118,-1.2206147278857415
251,252,F,Road,2,2,145,3,medium,0,5,6102,1,1.6094379124341003,0,0,0,0,1,0,1,0,0,0,1,-1.3524075996089193,1.5077598488630357
252,253,D,Road,2,1,157,3,low,1,58,1930,1,4.060443010546419,0,0,0,1,0,0,1,0,0,1,0,-1.1032044916543575,-1.042717124965308
253,254,F,Road,2,5,160,3,low,0,19,1399,1,2.9444389791664403,0,0,0,0,1,0,1,0,0,1,0,-1.0409037146657172,-1.367334400397439
254,255,A,Road,2,2,152,3,low,0,61,1800,1,4.110873864173311,1,0,0,0,0,0,1,0,0,1,0,-1.2070391199687582,-1.1221902809091444
255,256,B,Road,2,2,148,3,high,0,35,1349,1,3.5553480614894135,0,1,0,0,0,0,1,0,1,0,0,-1.290106822620279,-1.397900998837376
256,257,C,Road,2,2,127,3,low,1,13,1128,1,2.5649493574615367,0,0,1,0,0,0,1,0,0,1,0,-1.7262122615407622,-1.5330053639418977
257,258,F,Road,2,2,129,3,medium,0,22,6614,1,3.091042453358316,0,0,0,0,1,0,1,0,0,0,1,-1.6846784102150019,1.8207618168879907
258,259,D,Road,2,3,158,3,low,0,13,1245,1,2.5649493574615367,0,0,0,1,0,0,1,0,0,1,0,-1.0824375659914773,-1.4614795235924452
259,260,F,Road,2,4,147,3,low,1,5,1920,1,1.6094379124341003,0,0,0,0,1,0,1,0,0,1,0,-1.3108737482831592,-1.0488304446532954
260,261,A,Road,2,5,159,3,low,0,49,1621,1,3.8918202981106265,1,0,0,0,0,0,1,0,0,1,0,-1.0616706403285974,-1.2316187033241188
261,262,B,Road,2,3,151,3,low,0,23,1930,1,3.1354942159291497,0,1,0,0,0,0,1,0,0,1,0,-1.2278060456316384,-1.042717124965308
262,263,C,Road,3,1,294,4,low,0,52,1089,1,3.9512437185814275,0,0,1,0,0,0,1,0,0,1,0,1.7418643241602234,-1.5568473107250484
263,264,F,Road,3,2,226,2,medium,1,45,1446,1,3.8066624897703196,0,0,0,0,1,0,1,0,0,0,1,0.329713379084373,-1.3386017978638982
264,265,D,Road,5,3,271,5,high,1,9,1813,1,2.1972245773362196,0,0,0,1,0,0,1,0,1,0,0,1.2642250339139798,-1.1142429653147607
265,266,F,Road,7,2,203,5,medium,0,61,1856,1,4.110873864173311,0,0,0,0,1,0,1,0,0,0,1,-0.14792591116187054,-1.087955690656415
266,267,A,Road,2,3,264,4,low,0,10,1648,1,2.302585092994046,1,0,0,0,0,0,1,0,0,1,0,1.1188565542738187,-1.215112740166553
267,268,B,Road,4,1,258,3,medium,1,36,2211,1,3.58351893845611,0,1,0,0,0,0,1,0,0,0,1,0.9942550002965378,-0.8709328417328621
268,269,C,Road,3,5,241,3,low,0,21,3078,1,3.044522437723423,0,0,1,0,0,0,1,0,0,1,0,0.6412172640275753,-0.34090802478435445
269,270,F,Flight,4,5,208,3,medium,1,23,2056,1,3.1354942159291497,0,0,0,0,1,1,0,0,0,0,1,-0.044091282847469784,-0.9656892968966668
270,271,D,Flight,3,2,209,5,medium,0,12,3054,1,2.4849066497880004,0,0,0,1,0,1,0,0,0,0,1,-0.023324357184589636,-0.3555799920355242
271,272,F,Flight,5,1,182,2,medium,0,23,2707,1,3.1354942159291497,0,0,0,0,1,1,0,0,0,0,1,-0.5840313500823537,-0.567712185208687
272,273,A,Flight,4,5,148,2,medium,0,43,1087,1,3.7612001156935624,1,0,0,0,0,1,0,0,0,0,1,-1.290106822620279,-1.558069974662646
273,274,B,Flight,2,3,183,2,medium,0,52,3199,1,3.9512437185814275,0,1,0,0,0,1,0,0,0,0,1,-0.5632644244194736,-0.2669368565597069
275,276,F,Flight,5,5,115,5,low,0,26,1692,1,3.258096538021482,0,0,0,0,1,1,0,0,0,1,0,-1.975415369495324,-1.1882141335394083
276,277,D,Flight,4,2,136,3,low,0,65,1962,1,4.174387269895637,0,0,0,1,0,1,0,0,0,1,0,-1.5393099305748408,-1.0231545019637485
277,278,F,Flight,4,4,212,3,low,1,21,3307,1,3.044522437723423,0,0,0,0,1,1,0,0,0,1,0,0.038976419804050824,-0.20091300392944295
278,279,A,Flight,4,3,171,3,low,0,24,1304,1,3.1780538303479458,1,0,0,0,0,1,0,0,0,1,0,-0.8124675323740355,-1.4254109374333195
279,280,B,Flight,3,1,151,2,low,1,60,1925,1,4.0943445622221,0,1,0,0,0,1,0,0,0,1,0,-1.2278060456316384,-1.0457737848093018
280,281,C,Flight,3,1,205,3,medium,1,39,3062,1,3.6635616461296463,0,0,1,0,0,1,0,0,0,0,1,-0.10639205983611025,-0.35068933628513427
281,282,F,Flight,5,4,147,3,medium,1,23,1132,1,3.1354942159291497,0,0,0,0,1,1,0,0,0,0,1,-1.3108737482831592,-1.5305600360667027
282,283,D,Flight,3,3,155,3,low,0,29,1712,1,3.367295829986474,0,0,0,1,0,1,0,0,0,1,0,-1.144738342980118,-1.1759874941634334
283,284,F,Flight,5,4,165,3,low,0,20,1150,1,2.995732273553991,0,0,0,0,1,1,0,0,0,1,0,-0.9370690863513164,-1.5195560606283254
284,285,A,Flight,5,5,230,3,low,0,32,3249,1,3.4657359027997265,1,0,0,0,0,1,0,0,0,1,0,0.41278108173589356,-0.2363702581197699
285,286,B,Flight,2,4,181,4,medium,1,13,2309,1,2.5649493574615367,0,1,0,0,0,1,0,0,0,0,1,-0.6047982757452339,-0.8110223087905856
286,287,C,Flight,5,3,234,2,low,0,55,3308,1,4.007333185232471,0,0,1,0,0,1,0,0,0,1,0,0.4958487843874142,-0.20030167196064422
287,288,F,Flight,4,4,149,3,low,1,34,1977,1,3.5263605246161616,0,0,0,0,1,1,0,0,0,1,0,-1.2693398969573988,-1.0139845224317674
288,289,D,Flight,5,5,156,2,low,1,44,1561,1,3.784189633918261,0,0,0,1,0,1,0,0,0,1,0,-1.1239714173172377,-1.268298621452043
289,290,F,Flight,4,2,172,3,medium,0,59,1858,1,4.07753744390572,0,0,0,0,1,1,0,0,0,0,1,-0.7917006067111553,-1.0867330267188173
290,291,A,Flight,4,4,270,3,low,1,12,3279,1,2.4849066497880004,1,0,0,0,0,1,0,0,0,1,0,1.2434581082510996,-0.21803029905580767
291,292,B,Ship,4,1,206,3,medium,1,23,3807,1,3.1354942159291497,0,1,0,0,0,0,0,1,0,0,1,-0.08562513417323009,0.10475298046992709
292,293,C,Ship,4,3,211,4,medium,1,40,3106,1,3.6888794541139363,0,0,1,0,0,0,0,1,0,0,1,0.018209494141170672,-0.3237907296579897
293,294,F,Ship,3,2,136,4,low,1,62,1090,1,4.127134385045092,0,0,0,0,1,0,0,1,0,1,0,-1.5393099305748408,-1.5562359787562499
294,295,D,Ship,5,1,186,2,high,0,52,3981,1,3.9512437185814275,0,0,0,1,0,0,0,1,1,0,0,-0.5009636474308331,0.21112474304090786
295,296,F,Ship,3,1,202,2,medium,1,62,3398,1,4.127134385045092,0,0,0,0,1,0,0,1,0,0,1,-0.1686928368247507,-0.1452817947687576
296,297,A,Ship,4,2,183,3,medium,0,12,3646,1,2.4849066497880004,1,0,0,0,0,0,0,1,0,0,1,-0.5632644244194736,0.006328533493329939
297,298,B,Ship,4,4,232,2,low,1,36,2861,1,3.58351893845611,0,1,0,0,0,0,0,1,0,1,0,0.4543149330616539,-0.47356706201368104
298,299,C,Ship,4,2,147,4,medium,1,52,1129,1,3.9512437185814275,0,0,1,0,0,0,0,1,0,0,1,-1.3108737482831592,-1.5323940319730989
299,300,F,Ship,4,3,136,3,medium,1,20,1531,1,2.995732273553991,0,0,0,0,1,0,0,1,0,0,1,-1.5393099305748408,-1.2866385805160054
300,301,D,Ship,5,3,127,3,low,0,43,1446,1,3.7612001156935624,0,0,0,1,0,0,0,1,0,1,0,-1.7262122615407622,-1.3386017978638982
301,302,F,Ship,4,5,202,2,medium,1,35,3695,1,3.5553480614894135,0,0,0,0,1,0,0,1,0,0,1,-0.1686928368247507,0.036283799964468205
302,303,A,Ship,3,4,241,2,low,1,57,3671,1,4.04305126783455,1,0,0,0,0,0,0,1,0,1,0,0.6412172640275753,0.021611832713298442
303,304,B,Ship,4,3,222,2,medium,1,55,3833,1,4.007333185232471,0,1,0,0,0,0,0,1,0,0,1,0.24664567643285235,0.12064761165869434
304,305,C,Ship,3,2,183,4,medium,0,12,2777,1,2.4849066497880004,0,0,1,0,0,0,0,1,0,0,1,-0.5632644244194736,-0.5249189473927752
305,306,F,Ship,4,4,249,3,medium,0,36,3769,1,3.58351893845611,0,0,0,0,1,0,0,1,0,0,1,0.8073526693306164,0.08152236565557497
306,307,D,Ship,3,1,243,4,high,1,59,3838,1,4.07753744390572,0,0,0,1,0,0,0,1,1,0,0,0.6827511153533355,0.12370427150268803
307,308,F,Ship,3,3,163,3,medium,1,9,1257,1,2.1972245773362196,0,0,0,0,1,0,0,1,0,0,1,-0.9786029376770766,-1.45414353996686
308,309,A,Ship,4,2,165,2,high,1,11,1596,1,2.3978952727983707,1,0,0,0,0,0,0,1,1,0,0,-0.9370690863513164,-1.2469020025440873
309,310,B,Ship,5,5,266,3,medium,0,53,3089,1,3.970291913552122,0,1,0,0,0,0,0,1,0,0,1,1.160390405599579,-0.3341833731275683
310,311,C,Ship,3,4,193,2,medium,1,48,3909,1,3.871201010907891,0,0,1,0,0,0,0,1,0,0,1,-0.3555951677906721,0.16710884128739859
311,312,F,Ship,3,2,154,3,low,0,56,1136,1,4.02535169073515,0,0,0,0,1,0,0,1,0,1,0,-1.165505268642998,-1.5281147081915076
312,313,D,Ship,3,3,140,3,medium,1,51,1046,1,3.9318256327243257,0,0,0,1,0,0,0,1,0,0,1,-1.4562422279233203,-1.5831345853833942
313,314,F,Ship,4,3,272,3,medium,1,38,3705,1,3.6375861597263857,0,0,0,0,1,0,0,1,0,0,1,1.28499195957686,0.04239711965245561
315,316,B,Ship,4,2,138,3,low,0,30,1805,1,3.4011973816621555,0,1,0,0,0,0,0,1,0,1,0,-1.4977760792490804,-1.1191336210651506
316,317,C,Ship,4,2,238,2,high,1,17,3358,1,2.833213344056216,0,0,1,0,0,0,0,1,1,0,0,0.5789164870389348,-0.1697350735207072
317,318,F,Ship,4,5,273,4,medium,0,31,2373,1,3.4339872044851463,0,0,0,0,1,0,0,1,0,0,1,1.3057588852397402,-0.7718970627874662
318,319,D,Ship,3,1,200,2,medium,1,27,2551,1,3.295836866004329,0,0,0,1,0,0,0,1,0,0,1,-0.21022668815051102,-0.6630799723412905
319,320,F,Ship,4,5,213,4,low,1,39,2381,1,3.6635616461296463,0,0,0,0,1,0,0,1,0,1,0,0.059743345466930976,-0.7670064070370763
320,321,A,Ship,3,4,224,2,medium,0,15,2701,1,2.70805020110221,1,0,0,0,0,0,0,1,0,0,1,0.28817952775861266,-0.5713801770214795
321,322,B,Ship,4,5,141,3,medium,1,12,1672,1,2.4849066497880004,0,1,0,0,0,0,0,1,0,0,1,-1.43547530226044,-1.200440772915383
322,323,C,Ship,3,3,150,3,low,1,46,1040,1,3.828641396489095,0,0,1,0,0,0,0,1,0,1,0,-1.2485729712945186,-1.586802577196187
323,324,F,Ship,3,1,192,2,low,1,33,2818,1,3.4965075614664802,0,0,0,0,1,0,0,1,0,1,0,-0.3763620934535522,-0.4998543366720269
324,325,D,Ship,5,1,279,4,medium,0,24,3440,1,3.1780538303479458,0,0,0,1,0,0,0,1,0,0,1,1.430360439217021,-0.11960585207921053
325,326,F,Ship,3,4,246,3,medium,1,30,3748,1,3.4011973816621555,0,0,0,0,1,0,0,1,0,0,1,0.745051892341976,0.06868439431080144
326,327,A,Ship,3,4,173,3,medium,1,52,1587,1,3.9512437185814275,1,0,0,0,0,0,0,1,0,0,1,-0.7709336810482751,-1.252403990263276
327,328,B,Ship,4,4,233,4,medium,0,59,2358,1,4.07753744390572,0,1,0,0,0,0,0,1,0,0,1,0.475081858724534,-0.7810670423194473
328,329,C,Ship,5,1,274,2,medium,1,24,2423,1,3.1780538303479458,0,0,1,0,0,0,0,1,0,0,1,1.3265258109026203,-0.7413304643475292
329,330,F,Ship,4,5,243,4,medium,0,41,2782,1,3.713572066704308,0,0,0,0,1,0,0,1,0,0,1,0.6827511153533355,-0.5218622875487815
330,331,D,Ship,3,4,197,3,medium,0,56,3427,1,4.02535169073515,0,0,0,1,0,0,0,1,0,0,1,-0.2725274651391515,-0.12755316767359415
331,332,F,Ship,4,3,140,3,high,0,46,1072,1,3.828641396489095,0,0,0,0,1,0,0,1,1,0,0,-1.4562422279233203,-1.5672399541946271
332,333,A,Ship,3,5,215,3,medium,0,22,2585,1,3.091042453358316,1,0,0,0,0,0,0,1,0,0,1,0.10127719679269129,-0.6422946854021333
333,334,B,Ship,3,4,211,3,medium,1,8,3710,1,2.0794415416798357,0,1,0,0,0,0,0,1,0,0,1,0.018209494141170672,0.045453779496449305
334,335,C,Ship,4,2,220,5,low,1,33,2854,1,3.4965075614664802,0,0,1,0,0,0,0,1,0,1,0,0.20511182510709206,-0.4778463857952722
335,336,F,Ship,3,1,194,4,low,1,64,2026,1,4.1588830833596715,0,0,0,0,1,0,0,1,0,1,0,-0.33482824212779194,-0.9840292559606291
336,337,D,Ship,5,1,262,3,medium,0,58,3599,1,4.060443010546419,0,0,0,1,0,0,0,1,0,0,1,1.0773227029480585,-0.022404069040210847
337,338,F,Ship,4,4,201,2,low,0,1,3147,1,0.0,0,0,0,0,1,0,0,1,0,1,0,-0.18945976248763086,-0.2987261189372414
338,339,A,Ship,3,5,261,3,medium,1,15,2989,1,2.70805020110221,1,0,0,0,0,0,0,1,0,0,1,1.0565557772851784,-0.3953165700074423
340,341,C,Ship,2,5,255,5,medium,0,53,3775,1,3.970291913552122,0,0,1,0,0,0,0,1,0,0,1,0.9319542233078973,0.08519035746836741
341,342,F,Ship,3,2,169,2,high,1,30,1698,1,3.4011973816621555,0,0,0,0,1,0,0,1,1,0,0,-0.8540013836997957,-1.1845461417266159
342,343,D,Ship,4,5,162,2,medium,1,64,1918,1,4.1588830833596715,0,0,0,1,0,0,0,1,0,0,1,-0.9993698633399568,-1.050053108590893
344,345,A,Ship,5,3,197,4,low,0,2,2222,1,0.6931471805599453,1,0,0,0,0,0,0,1,0,1,0,-0.2725274651391515,-0.864208190076076
345,346,B,Ship,5,1,264,3,low,1,6,2882,1,1.791759469228055,0,1,0,0,0,0,0,1,0,1,0,1.1188565542738187,-0.4607290906689075
346,347,C,Ship,5,5,260,2,medium,0,55,2791,1,4.007333185232471,0,0,1,0,0,0,0,1,0,0,1,1.0357888516222982,-0.5163602998295929
347,348,F,Ship,5,3,186,2,medium,0,58,2259,1,4.060443010546419,0,0,0,0,1,0,0,1,0,0,1,-0.5009636474308331,-0.8415889072305226
348,349,D,Ship,4,5,233,4,low,0,44,2551,1,3.784189633918261,0,0,0,1,0,0,0,1,0,1,0,0.475081858724534,-0.6630799723412905
349,350,F,Ship,5,1,161,3,low,1,47,1954,1,3.8501476017100584,0,0,0,0,1,0,0,1,0,1,0,-1.020136789002837,-1.0280451577141383
350,351,A,Ship,4,5,188,3,low,0,13,2409,1,2.5649493574615367,1,0,0,0,0,0,0,1,0,1,0,-0.45942979610507284,-0.7498891119107116
351,352,B,Ship,5,5,171,2,medium,0,22,1695,1,3.091042453358316,0,1,0,0,0,0,0,1,0,0,1,-0.8124675323740355,-1.186380137633012
352,353,C,Ship,2,2,267,3,medium,1,15,2481,1,2.70805020110221,0,0,1,0,0,0,0,1,0,0,1,1.1811573312624593,-0.7058732101572023
353,354,F,Ship,4,3,255,2,high,1,47,2956,1,3.8501476017100584,0,0,0,0,1,0,0,1,1,0,0,0.9319542233078973,-0.41549052497780076
354,355,D,Ship,3,2,132,3,low,0,56,1303,1,4.02535169073515,0,0,0,1,0,0,0,1,0,1,0,-1.6223776332263613,-1.426022269402118
355,356,F,Ship,5,1,266,3,low,0,31,3157,1,3.4339872044851463,0,0,0,0,1,0,0,1,0,1,0,1.160390405599579,-0.292612799249254
356,357,A,Ship,3,4,198,2,low,1,25,2774,1,3.2188758248682006,1,0,0,0,0,0,0,1,0,1,0,-0.2517605394762713,-0.5267529432991714
357,358,B,Ship,2,3,247,2,medium,0,62,3127,1,4.127134385045092,0,1,0,0,0,0,0,1,0,0,1,0.7658188180048562,-0.31095275831321617
358,359,C,Ship,3,1,140,3,medium,0,65,1291,1,4.174387269895637,0,0,1,0,0,0,0,1,0,0,1,-1.4562422279233203,-1.433358253027703
